parent_type,parent_id,parent_label,relationship,child_type,child_id,child_label
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-5,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-5,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-5-a,a
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-5,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-5,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-5-b,b
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-5,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-5,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-5-c,c
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-6,6
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-6,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-6,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-6-a,a
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-6,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-6,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-6-b,b
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-7,7
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8,8
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-a,a
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-a,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-a,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-a-i,i
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-a,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-a,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-a-ii,ii
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-a,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-a,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-a-iii,iii
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-b,b
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-b,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-b,has_sub_provision,provision,schedule-2-paragraph-W-8-b-i,i
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-b,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-8-b,has_sub_provision,provision,schedule-2-paragraph-W-8-b-ii,ii
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-9,9
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-9,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-9,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-9-a,a
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-9,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-9,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-9-b,b
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-9,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-9,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-9-c,c
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10,10
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10-a,a
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10-b,b
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10-c,c
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10-c,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10-c,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10-c-i,i
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10-c,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10-c,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-10-c-ii,ii
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-11,11
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-11,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-11,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-11-a,a
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-11,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-11,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-11-b,b
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-11,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-11,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-11-c,c
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-12,12
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-12,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-12,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-12-a,a
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-12,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-12,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-12-b,b
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-13,13
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-14,14
class_block,Class V – changes of use permitted under a permission granted on an application,Class V – changes of use permitted under a permission granted on an application,has_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-X,X
schedule,SCHEDULE 2,SCHEDULE 2,has_part,part,PART 4,PART 4 - Temporary buildings and uses
